m/z,z,I,Res.
102.57071,,744334,360907
102.57162,,861142,226134
102.57355,,499391,635040
102.57555,,625967,364532
102.57632,,961920,353644
102.577,,630880,381749
102.57876,,1038544,186115
102.58152,,1174034,314590
102.58372,,617602,513561
102.58419,,598258,355807
102.58473,,685155,488025
102.58612,,647195,337426
102.58674,,947603,315105
102.58846,,781492,445149
102.58961,,712084,488235
102.59023,,821173,310369
102.59087,,749477,451688
102.5914,,710965,364554
102.59177,,892645,366026
102.5923,,745413,243895
102.59268,,708910,270031
102.59326,,753958,337549
102.59671,,590855,500777
102.59728,,736895,343450
102.60089,,711393,322185
102.60174,,835545,326156
102.60441,,1283930,249375
102.60617,,729019,354115
102.6072,,961275,304457
102.6079,,729467,271735
102.60844,,593363,466556
102.60895,,827308,396586
102.61008,,648892,614477
102.61048,,608748,484872
102.61193,,629277,445087
102.61525,,890966,229213
102.61631,,1091822,246364
102.6189,,792031,351945
102.62213,,735200,391481
102.62453,,713025,313722
102.62534,,802466,219746
102.628,,779235,447613
102.63284,,895540,369987
102.63325,,964628,361232
102.63528,,964677,398341
102.63624,,786310,303293
102.63817,,2706694,202245
102.64086,,869719,371486
102.64206,,682296,369254
102.64262,,863704,318228
102.64474,,754185,425999
102.64689,,572521,536005
102.64841,,623706,441566
102.65307,,695580,397274
102.65381,,878380,391225
102.65458,,675516,443099
102.65503,,625644,584880
102.6562,,623941,264095
102.65672,,657069,400796
102.65711,,684301,389613
102.65863,,668350,429448
102.65916,,614542,566769
102.65962,,648846,277290
102.66009,,753534,287659
102.66108,,570523,267999
102.66345,,794480,311748
102.66421,,579104,389110
102.66519,,763992,326387
102.66677,,658017,314513
102.66713,,789649,359609
102.66843,,712193,409780
102.66959,,735386,277915
102.67003,,702410,288191
102.67064,,866394,234481
102.673,,851287,181206
102.67706,,686429,317446
102.67901,,655269,446000
102.67963,,733701,416264
102.68024,,707038,324795
102.68288,,974615,269252
102.68347,,1384247,295867
102.68407,,850607,253220
102.68694,,945368,385219
102.68762,,947560,286421
102.68841,,732105,419847
102.68971,,919417,303632
102.69086,,596418,264050
102.69114,,570922,444296
102.69218,,786346,226942
102.69686,,792348,373425
102.69739,,780652,425550
102.7002,,1046013,311633
102.70097,,1157181,332345
102.70318,,1039182,261178
102.70399,,970542,271745
102.7052,,758399,490925
102.70617,,667743,315555
102.70731,,1222320,298524
102.71201,,516493,237803
102.71366,,596362,360734
102.71607,,716963,416733
102.71738,,812163,325301
102.71872,,1037012,230772
102.72201,,997909,242738
102.72255,,768389,297358
102.72301,,965269,250210
102.72428,,763110,407928
102.72578,,599862,359269
102.72908,,592232,473849
102.73029,,704360,317443
102.73074,,781080,394132
102.73373,,966009,256168
102.73615,,788618,400024
102.73794,,827419,259276
102.73887,,646075,369053
102.74046,,811612,385490
102.74412,,744325,272075
102.74544,,670082,229893
102.7475,,890302,300438
102.74802,,673199,585794
102.74986,,731487,274815
102.75035,,910783,176357
102.7534,,765633,293629
102.75451,,627489,401414
102.75554,,896697,199525
102.7564,,957586,397157
102.75686,,679506,410537
102.7575,,730642,502252
102.76073,,684147,411198
102.76211,,700084,534048
102.76391,,711028,437342
102.7646,,898165,396351
102.76555,,617741,340050
102.76672,,590134,403753
102.76759,,590446,344147
102.76838,,697814,456078
102.76885,,1090390,394936
102.76927,,599638,625261
102.76991,,801639,340577
102.77166,,1127111,237811
102.77263,,572936,416063
102.77294,,795240,382632
102.77398,,617816,582777
102.77442,,668552,536909
102.77612,,637337,500727
102.78057,,855099,200920
102.78138,,979339,242661
102.78191,,585387,555101
102.78282,,663355,468879
102.78367,,622956,506321
102.78712,,583117,466076
102.78964,,690962,241348
102.79001,,684094,219367
102.79043,,743254,237843
102.79089,,574630,278051
102.79126,,619207,306296
102.7926,,836727,195980
102.79314,,585935,306897
102.7955,,789160,276531
102.79684,,754513,277559
102.79742,,873345,306646
102.79834,,1429473,250669
102.80029,,723650,341109
102.80095,,979618,297360
102.80123,,938386,284934
102.80271,,674771,431559
102.80371,,943987,290792
102.80789,,754149,326618
102.8084,,699413,500088
102.80971,,979077,258850
102.81044,,1062806,292490
102.81098,,671790,258545
102.81134,,672998,281263
102.81276,,844082,211349
102.81485,,998695,375168
102.81546,,685287,237220
102.81618,,713512,530311
102.81665,,700744,412976
102.81739,,714616,461348
102.81775,,826200,390517
102.81965,,675305,439375
102.82016,,911297,219288
102.82074,,658781,209648
102.82368,,1169979,264156
102.82571,,723963,452852
102.82686,,888692,286932
102.82718,,968492,228322
102.82865,,726668,497724
102.83181,,579117,395777
102.83246,,688350,375226
102.83388,,580342,359596
102.83423,,769998,377006
102.83463,,786671,530433
102.83522,,625103,356764
102.83783,,810384,277372
102.83898,,780800,203898
102.84293,,745026,369947
102.84471,,728738,304726
102.84531,,1061715,247243
102.84688,,693555,524210
102.84788,,792439,187870
102.84877,,732276,492094
102.8495,,764564,390227
102.85014,,717036,330073
102.85163,,663485,317634
102.85201,,674309,192212
102.85245,,700333,282423
102.85549,,780066,193603
102.85697,,816823,454364
102.8575,,825919,274257
102.85846,,656535,439461
102.85917,,680568,394960
102.86299,,741369,340393
102.86396,,618953,418842
102.86453,,748842,304639
102.8655,,834986,215927
102.867,,713803,420766
102.86903,,883067,353401
102.87065,,1090076,230888
102.87177,,1149180,300521
102.87378,,609045,301428
102.87684,,895918,268188
102.8777,,754670,417271
102.87818,,666991,501079
102.87968,,676703,389450
102.88332,,665953,392088
102.88525,,777297,405142
102.88776,,598678,305031
102.88846,,740802,297118
102.88896,,1050691,287362
102.88995,,1033027,344538
102.89066,,926723,367839
102.8917,,899652,270177
102.8922,,625748,597158
102.89306,,646132,459989
102.8951,,753333,387423
102.89592,,704629,375611
102.89819,,609894,715189
102.89884,,811238,354574
102.90015,,625199,217127
102.90081,,742407,430591
102.90179,,885703,401384
102.90361,,977076,199205
102.9041,,1153080,205255
102.90466,,740472,208010
102.90503,,636505,359090
102.90589,,648593,289279
102.90703,,613113,592224
102.90941,,738654,299693
102.90972,,802690,258188
102.91231,,642699,404416
102.91584,,977357,315483
102.91793,,787917,426011
102.91928,,903566,229985
102.92329,,1954415,330341
102.92928,,14395058,270209
102.9333,,1055203,286139
102.93351,,1094147,282518
102.9349,,638292,418567
102.93598,,787840,165107
102.93666,,885540,265751
102.93735,,1098613,382596
102.93956,,1165157,253967
102.94055,,615510,327675
102.94191,,565422,257941
102.94219,,528743,201979
102.94265,,562975,234008
102.94357,,863527,346404
102.9457,,699864,431260
102.9464,,686008,259158
102.94705,,1003352,305979
102.95125,,780138,374302
102.95207,,673098,415235
102.95341,,535489,273259
102.95443,,608443,482368
102.95513,,802075,384142
102.95654,,786900,274214
102.95787,,798076,419253
102.96092,,2356861,251157
102.96291,,788462,254154
102.96415,,688654,483771
102.96526,,713551,387535
102.9657,,1039967,237897
102.96976,,1019953,156230
102.97032,,811913,232205
102.97566,,2203395,300894
102.97729,,691491,634073
102.97769,,761300,374403
102.97895,,666740,441967
102.97945,,598708,395939
102.98098,,781557,415146
102.98319,,1062278,327782
102.98403,,1133558,248749
102.9855,,741702,305220
102.98709,,1286919,264135
102.98893,,807656,399829
102.98959,,839736,412061
102.99381,,590217,314764
102.99423,,762858,332902
102.99708,,839979,421379
102.99791,,885963,195942
102.99967,,750636,327922
103.00005,,638884,294391
103.00404,,524333,388224
103.00574,,1050942,316946
103.0086,,794951,235451
103.01346,,886929,342391
103.01405,,866545,332079
103.01492,,965361,348563
103.01967,,640987,267404
103.02013,,587687,212550
103.0246,,1058549,271255
103.02513,,777397,484500
103.02687,,602002,286924
103.0287,,991942,322091
103.02957,,654455,386250
103.03012,,620919,563806
103.03384,,847496,272621
103.03485,,1322873,258358
103.03738,,533754,556674
103.04059,,779227,446629
103.04106,,677803,405330
103.04276,,875612,434269
103.04362,,777676,239730
103.04469,,670188,377184
103.04547,,684077,516564
103.04616,,1035357,320104
103.04713,,691021,474576
103.04768,,892078,253585
103.04804,,693414,286745
103.04899,,740470,329105
103.05012,,834958,260096
103.05075,,760975,361141
103.05206,,795967,434161
103.05309,,1067952,229377
103.05541,,866272,355959
103.05591,,772769,344492
103.0573,,682465,579810
103.06306,,660435,409183
103.06361,,640179,411748
103.0644,,877892,443893
103.06662,,660341,477440
103.06722,,810397,240392
103.06766,,618557,273045
103.06956,,987638,285891
103.0714,,979686,268761
103.07269,,853063,379996
103.07363,,861287,416655
103.07426,,813559,283408
103.07651,,1184216,250223
103.0774,,701201,269377
103.07911,,766473,534428
103.08041,,1151994,248075
103.08137,,851802,276212
103.08267,,684635,465839
103.08537,,760988,363745
103.08652,,727884,387182
103.08687,,730796,430506
103.08862,,1081853,289938
103.08929,,887933,380452
103.08989,,813837,381804
103.09311,,778478,311047
103.09433,,961999,301974
103.09607,,671456,404819
103.09654,,599856,423701
103.099,,898145,250569
103.09954,,633625,191849
103.10009,,954977,335281
103.10313,,860306,303314
103.1036,,744642,283266
103.10484,,664139,363388
103.10638,,1098563,243831
103.10799,,705828,419752
103.10841,,609988,496561
103.11089,,705461,274775
103.11237,,815654,279895
103.11288,,720102,366091
103.11375,,1135750,247550
103.11462,,873574,265534
103.11694,,992455,258592
103.11878,,1048552,286001
103.1216,,593817,463166
103.12237,,607141,229283
103.12306,,846778,308817
103.1244,,1188954,328664
103.1263,,656059,319448
103.12787,,970683,312105
103.1286,,735428,220167
103.1297,,1027004,296233
103.1307,,849996,185767
103.13268,,694589,303193
103.13484,,726494,365477
103.1369,,992639,296506
103.13754,,738767,367332
103.13992,,879744,321620
103.14076,,1093600,262529
103.14239,,654177,533803
103.14374,,892705,306324
103.14575,,826770,265248
103.14634,,780570,205312
103.14684,,866979,233163
103.1477,,712303,242896
103.14813,,972275,289876
103.14866,,869395,246516
103.1499,,1023372,190490
103.15114,,842884,396222
103.153,,1142533,363918
103.15429,,1034101,262795
103.15625,,735894,316997
103.15722,,1042230,262522
103.15796,,758599,295277
103.15846,,682071,365975
103.15907,,956359,303343
103.16012,,1098400,207610
103.16426,,938025,257195
103.16481,,1105777,197249
103.16609,,766202,189731
103.16688,,765274,297771
103.1689,,564269,228662
103.17116,,800876,464602
103.17175,,734460,269873
103.17211,,644260,283943
103.17562,,1095405,325770
103.17639,,627438,276867
103.17676,,663582,267768
103.17722,,728782,407839
103.1814,,898239,289555
103.18193,,654432,547048
103.18448,,733705,238264
103.18641,,606625,325666
103.18683,,775169,293287
103.19075,,682659,345703
103.19132,,648739,361267
103.19184,,717267,508970
103.19425,,698900,540188
103.19467,,612964,429066
103.19845,,614846,334873
103.20064,,700383,272340
103.20208,,534343,649784
103.20324,,1013944,383445
103.20376,,595464,260756
103.20462,,802520,369663
103.20598,,586377,322287
103.20658,,671733,258700
103.20732,,658569,395834
103.20843,,623130,559535
103.21005,,686226,285024
103.21136,,1137579,234438
103.21388,,652364,502906
103.21511,,768236,309348
103.21674,,827693,213944
103.2179,,566741,264677
103.21979,,627006,450297
103.22037,,830222,371887
103.2225,,868175,339908
103.22302,,649087,485333
103.22342,,625703,254964
103.22376,,571143,327219
103.22544,,604272,568560
103.22592,,832496,355150
103.22817,,839345,381005
103.22942,,853237,241786
103.22968,,850162,287131
103.23138,,935650,298718
103.23196,,675314,483948
103.23245,,596723,522112
103.23285,,657091,550928
103.23324,,591043,643640
103.23454,,774187,256028
103.23526,,743812,313190
103.2365,,818260,245199
103.23706,,731396,484682
103.23791,,1059637,330300
103.23894,,688933,512629
103.24055,,627830,471082
103.24168,,787190,332861
103.24339,,614287,384446
103.24423,,607127,592157
103.24534,,640599,250387
103.24598,,893848,234581
103.24621,,747032,334081
103.24827,,956360,211935
103.25094,,750073,474342
103.25198,,921018,329470
103.25301,,762586,225744
103.25422,,674347,553363
103.25888,,986492,313560
103.26207,,763934,363413
103.26403,,665294,479041
103.26532,,815519,316173
103.26726,,896688,139159
103.26768,,856744,228667
103.26812,,629256,217040
103.27013,,781721,271283
103.27132,,972145,343699
103.27178,,624529,459904
103.27251,,724322,443827
103.27399,,826674,251359
103.27614,,654403,291215
103.27764,,601587,515108
103.27924,,681988,497300
103.28009,,771524,295265
103.28294,,788853,414956
103.28432,,616646,446806
103.28574,,631751,314864
103.28659,,904503,347487
103.28871,,924600,302398
103.29062,,621624,622593
103.29338,,615185,345487
103.29535,,1368794,356531
103.296,,812250,474302
103.29693,,930715,399308
103.29754,,825675,353215
103.2988,,942187,309287
103.30097,,657532,434917
103.30342,,1086685,339952
103.30694,,990318,187064
103.30778,,656447,467896
103.30867,,608767,341696
103.30986,,790848,295348
103.31089,,828216,201016
103.31137,,792896,198419
103.31168,,662704,332372
103.31594,,641538,419062
103.31799,,1017619,328703
103.31995,,989043,356578
103.32276,,1083460,374927
103.3241,,767237,398603
103.3246,,783517,301153
103.32588,,663438,300092
103.32854,,809575,338046
103.33088,,1174840,292860
103.33376,,704537,483531
103.33449,,782457,357677
103.33497,,827241,326689
103.33584,,899785,351145
103.33631,,582594,310406
103.33949,,700267,470047
103.34051,,687019,409487
103.34268,,581292,282297
103.34604,,683525,305871
103.34756,,767214,358811
103.34813,,801942,287784
103.34863,,857950,339828
103.35095,,934783,346230
103.35185,,750063,165221
103.35288,,538532,275567
103.35429,,637182,249823
103.3574,,711649,413558
103.35793,,757602,394277
103.35856,,904850,382078
103.35973,,759114,339355
103.35994,,716938,323652
103.36312,,722076,287887
103.36376,,1012948,285486
103.36463,,715348,350545
103.3658,,1145573,181361
103.36637,,701381,317707
103.36829,,1019926,344327
103.36919,,1064310,250425
103.36997,,928342,274056
103.37431,,1024504,295071
103.37522,,842088,376117
103.37733,,1012881,226605
103.37815,,829369,352380
103.37953,,797610,394234
103.38077,,792474,381790
103.38166,,920443,287801
103.38295,,764699,207561
103.38373,,795963,365651
103.38501,,582228,288081
103.38696,,694813,526845
103.38744,,974877,314583
103.38804,,660269,293174
103.38851,,828477,359174
103.39036,,797918,287199
103.39089,,914542,197320
103.39144,,636550,245570
103.3918,,694878,222679
103.39383,,779471,392522
103.39531,,720048,384300
103.39652,,1163472,264116
103.39852,,1146289,192284
103.40017,,1037506,321512
103.40137,,638610,557800
103.40247,,922642,301434
103.40437,,1067971,364262
103.40482,,669523,461810
103.40552,,617588,442305
103.40692,,708868,388922
103.40776,,881892,208294
103.40849,,621669,474464
103.4105,,702533,412216
103.41178,,960054,302790
103.41327,,789991,246452
103.41509,,808375,244110
103.41581,,727671,437678
103.41697,,700584,546933
103.41872,,842921,356333
103.4193,,716825,470948
103.42006,,677273,309302
103.42063,,862537,419568
103.42217,,613010,285694
103.42346,,967786,295630
103.42454,,745387,450395
103.42498,,713323,396225
103.42556,,787339,380760
103.4267,,628100,376811
103.42802,,861036,379767
103.42975,,661213,396367
103.43079,,718877,397516
103.43241,,859918,387240
103.43299,,950430,352136
103.43381,,686910,481547
103.43483,,863951,332253
103.43694,,1003375,354518
103.44036,,883393,284460
103.44194,,807297,412928
103.44238,,931602,382937
103.44385,,675610,292747
103.44469,,826882,291863
103.44545,,706467,245088
103.44623,,1342835,270410
103.44767,,644964,340480
103.44844,,520760,215939
103.45002,,896244,350363
103.45134,,813349,338410
103.45319,,822310,403105
103.4538,,911750,237085
103.45719,,841351,289543
103.45751,,628899,308649
103.45898,,1254936,308800
103.45955,,889816,472416
103.45995,,1165304,427940
103.46156,,666633,424633
103.46259,,660553,491736
103.46484,,1097498,286269
103.46608,,968490,315562
103.4682,,1058911,190188
103.47132,,934588,332863
103.47215,,774413,387642
103.47415,,1108766,279816
103.47565,,859230,408995
103.4772,,1106527,299951
103.47909,,731903,502032
103.47964,,669296,450608
103.48047,,762912,412070
103.48231,,828593,216405
103.48345,,760289,234446
103.48494,,740482,384409
103.48812,,1034451,170842
103.48917,,685995,240752
103.48959,,610763,276439
103.49007,,804420,253551
103.49323,,578201,331761
103.49624,,1047350,292381
103.4977,,835014,292150
103.50011,,740215,223794
103.50134,,946088,276165
103.50225,,1049304,265696
103.5035,,936041,348835
103.50437,,863593,307366
103.50506,,950057,430599
103.50804,,892746,240572
103.51182,,687116,416779
103.51477,,1277749,199506
103.51794,,920670,209354
103.51926,,561119,227248
103.52237,,779616,425381
103.52329,,678432,343583
103.52527,,868637,192987
103.52781,,568062,198004
103.52831,,556074,220887
103.52898,,709026,243581
103.52936,,763778,313117
103.5304,,580499,533082
103.53083,,657126,301809
103.53114,,832035,279574
103.5331,,769540,368691
103.53344,,864692,363970
103.53444,,1005524,264373
103.53507,,825733,235247
103.53649,,718069,401705
103.53776,,734262,485537
103.53897,,606078,366836
103.5408,,776647,334650
103.54215,,703111,267440
103.54324,,732728,227639
103.54463,,844072,322384
103.5452,,1100600,201323
103.54558,,885497,272892
103.54659,,638233,472041
103.55195,,930139,195915
103.55318,,828331,374353
103.55366,,695596,394026
103.55486,,840628,296967
103.55508,,843636,291815
103.55636,,614813,471210
103.55688,,887005,385249
103.5575,,720189,365163
103.55823,,760973,304046
103.55849,,678825,358404
103.5607,,661198,307115
103.56206,,703159,343334
103.56321,,890319,181947
103.56593,,595176,346766
103.56648,,639400,280226
103.56714,,619137,379732
103.56805,,646431,191232
103.56899,,769073,338867
103.57057,,656066,272523
103.57176,,706218,268841
103.57255,,455363,466284
103.57322,,719971,512753
103.57365,,793331,329182
103.57421,,920003,214038
103.57537,,802580,418938
103.57583,,1088484,304507
103.57653,,843044,349466
103.5785,,710293,343486
103.58043,,623078,364251
103.5826,,694151,394428
103.58501,,898400,203877
103.58715,,663864,279201
103.58797,,694409,297879
103.58907,,748233,464011
103.59295,,890315,300979
103.5935,,719291,372647
103.59566,,1141164,239619
103.59709,,644876,488969
103.59763,,629340,508966
103.59821,,619433,284847
103.60047,,892621,448496
103.60156,,790502,226889
103.60279,,972350,290312
103.60324,,790830,538551
103.60431,,965071,290688
103.60506,,779143,255322
103.60537,,912023,225459
103.60615,,877248,295283
103.60646,,877264,253697
103.61109,,747361,254983
103.6146,,1063011,200214
103.61516,,866739,254098
103.61564,,948263,174240
103.61676,,670404,243220
103.61869,,738644,404713
103.62127,,737285,314274
103.62325,,1002198,455709
103.62514,,1270599,206932
103.62587,,902167,346336
103.62704,,952055,368950
103.62767,,748600,469824
103.62817,,840760,347907
103.62969,,902856,257845
103.63223,,776425,197232
103.63293,,712154,316803
103.63356,,1594426,347860
103.63436,,610794,590702
103.63453,,641498,505037
103.63658,,575979,200949
103.63779,,693820,388391
103.64008,,610172,422404
103.64203,,759245,406597
103.64261,,861013,234316
103.64472,,683494,303184
103.64605,,663775,497189
103.64864,,981920,353591
103.64983,,643408,457815
103.6513,,832265,236046
103.65229,,603281,577460
103.65315,,615585,535129
103.65364,,764418,328493
103.65445,,1081378,236933
103.65639,,788947,402684
103.65714,,795355,280932
103.65797,,719923,251207
103.65823,,699417,307125
103.65968,,859292,215963
103.66171,,1172197,178822
103.66217,,828197,241691
103.66264,,959829,219681
103.66488,,831094,357996
103.66665,,916583,225723
103.66956,,655816,646052
103.66996,,810552,429629
103.67077,,596896,366512
103.67164,,634480,338111
103.67245,,635257,265951
103.67474,,1026202,302177
103.67548,,645354,480477
103.67754,,1066107,184564
103.67913,,653147,504874
103.68016,,804220,255795
103.6842,,907405,216417
103.68532,,1025774,327710
103.68717,,782846,253690
103.68792,,643679,399708
103.69033,,535288,500526
103.69188,,671152,237544
103.69245,,708832,339780
103.6955,,608893,170702
103.69571,,636346,270242
103.69682,,678050,480124
103.69879,,809155,291905
103.69954,,610899,380286
103.70087,,619236,496535
103.70152,,723252,346771
103.70329,,765908,345929
103.70395,,758525,294230
103.70463,,635237,379720
103.70548,,639253,489108
103.70792,,806886,337445
103.70914,,910919,374837
103.71002,,692951,203788
103.71135,,1079432,214976
103.71184,,772104,226418
103.7127,,763736,369072
103.71382,,803416,286620
103.71432,,522845,284362
103.71474,,602041,398216
103.71574,,599465,319352
103.71868,,1142650,352500
103.72114,,616371,353664
103.72233,,606860,420814
103.72299,,696700,461785
103.72422,,824892,369021
103.72565,,873373,322563
103.72758,,734206,407506
103.72876,,885694,322078
103.72929,,664734,438510
103.73028,,569951,345210
103.73062,,610127,230953
103.73418,,741836,236144
103.73479,,667200,556855
103.73522,,632001,385018
103.73553,,620665,321518
103.73698,,613409,236734
103.74004,,1240643,198400
103.74228,,611475,401079
103.74299,,880372,362597
103.74359,,629188,480641
103.7441,,624172,372246
103.74474,,802436,400306
103.74828,,842582,371218
103.75069,,919127,237691
103.75142,,669527,429329
103.75205,,640599,226036
103.75366,,662760,484630
103.75418,,836632,367580
103.7549,,674344,438371
103.75638,,625841,321311
103.75723,,661577,349868
103.75808,,677033,482470
103.75865,,848778,414199
103.75914,,859370,281774
103.75946,,724554,449337
103.76085,,687274,519819
103.76233,,843211,344873
103.76303,,644883,290952
103.76433,,551492,397539
103.76534,,709388,488129
103.76601,,636940,534451
103.76684,,606573,373330
103.76739,,630445,286872
103.76785,,584781,605411
103.76829,,574413,383795
103.76891,,669630,457281
103.76972,,794478,484330
103.77047,,701438,337587
103.77119,,708574,490474
103.77169,,848991,400554
103.77361,,630343,391048
103.77498,,1003088,357887
103.77586,,632752,442841
103.77792,,899841,222091
103.77885,,875313,415607
103.77935,,922834,337010
103.7798,,710954,303327
103.78104,,632834,578276
103.78204,,823347,430034
103.7826,,750739,362723
103.78309,,559747,331636
103.78446,,1062611,407398
103.78489,,634516,636991
103.7855,,667908,352241
103.78648,,785396,430922
103.78745,,639901,305140
103.78793,,785197,270071
103.78855,,571181,373005
103.79129,,638546,202586
103.79248,,683975,283306
103.79319,,670599,477871
103.79771,,583665,289025
103.79843,,795505,235404
103.80049,,648490,478520
103.80148,,809418,348632
103.80229,,829738,352970
103.80375,,870571,343453
103.80456,,635851,474687
103.80518,,602667,560017
103.80565,,757084,389400
103.80775,,736020,322206
103.81155,,552134,426536
103.81235,,790062,391441
103.81341,,928927,320946
103.81473,,572079,545751
103.8152,,721087,369789
103.81638,,763904,318587
103.82133,,658938,361638
103.82324,,1056098,316488
103.8237,,678706,418734
103.82511,,1037603,387074
103.82582,,626859,281429
103.82782,,721268,423694
103.82841,,693124,367089
103.83009,,1073861,316442
103.83061,,975909,270857
103.8315,,769717,372095
103.8338,,1069862,328750
103.83639,,626535,423692
103.8368,,675511,298980
103.83765,,639052,287481
103.83874,,713264,235826
103.8406,,1017897,282086
103.84128,,686969,406975
103.84202,,651497,395106
103.84521,,1054227,209689
103.84645,,853315,206049
103.84728,,632988,448761
103.84833,,643468,321480
103.84956,,580484,414018
103.85003,,781389,382158
103.85338,,1005806,273118
103.85395,,662278,330631
103.85471,,533710,573500
103.85598,,633639,325039
103.85649,,615471,478815
103.85711,,627935,367346
103.85924,,783824,454947
103.86042,,821713,294085
103.86103,,825057,251541
103.86148,,789745,273656
103.86207,,908625,434225
103.86277,,969185,249361
103.86372,,900754,380431
103.86539,,595102,257062
103.86743,,617899,355354
103.86806,,610163,508894
103.87755,,1043783,266006
103.87812,,1022903,373112
103.87943,,789944,339071
103.88929,,854572,329433
103.89031,,937196,248251
103.89125,,692524,465209
103.892,,637053,290721
103.89396,,698693,308986
103.8949,,728182,296066
103.89545,,629230,489894
103.89608,,713118,390790
103.89659,,653054,519670
103.89896,,575843,224426
103.90121,,664584,357316
103.90201,,876336,295828
103.90272,,713697,395377
103.90456,,930961,329986
103.90519,,622298,304350
103.90733,,935043,297796
103.90839,,1008531,308023
103.90946,,646731,320725
103.90999,,741076,326338
103.91066,,625620,536563
103.91157,,950596,369395
103.91205,,707028,303174
103.91369,,726373,408947
103.91622,,856998,341833
103.91753,,710790,326772
103.9185,,666615,518668
103.92021,,9599527,275757
103.92067,,1362280,495131
103.92251,,727936,284511
103.92441,,570786,205537
103.9251,,819801,316794
103.92592,,855434,271622
103.9294,,1876363,303790
103.93023,,605495,196563
103.93166,,633044,293794
103.93435,,581673,215611
103.93554,,641453,581391
103.93667,,891374,266636
103.93756,,680430,350272
103.94038,,917567,356200
103.94167,,836126,222845
103.94674,,1254754,235934
103.94991,,644051,495773
103.9506,,801955,326329
103.9528,,901316,333522
103.95445,,923477,247649
103.95487,,901437,217528
103.95545,,900165,178868
103.95582,,795157,323796
103.95785,,818982,296553
103.95938,,620071,550500
103.9621,,1103720,325940
103.9626,,1358296,360265
103.96366,,1193208,216538
103.96447,,829464,349193
103.96571,,825977,278943
103.96599,,659197,277173
103.97005,,920843,236951
103.9704,,649657,273323
103.97158,,988379,279466
103.97402,,610252,308696
103.97648,,723453,256637
103.97798,,702334,253445
103.98043,,581183,442013
103.98271,,846175,199732
103.9833,,811584,213033
103.98597,,831393,194001
103.98695,,631825,469716
103.98763,,817281,479226
103.98963,,616978,259007
103.99107,,838771,357262
103.9929,,1508355,344802
103.99334,,629092,571074
103.99517,,791444,215249
103.99696,,650469,474198
103.99806,,776901,493855
103.99883,,621246,342080
104.00146,,588599,227090
104.00484,,803320,371140
104.00673,,811417,339291
104.00699,,691593,328557
104.00744,,957321,287559
104.00896,,638410,330355
104.00935,,699754,563927
104.00996,,894922,363727
104.01237,,685259,432154
104.01293,,997067,276367
104.01411,,627548,514675
104.01698,,919549,356538
104.01797,,782725,202285
104.01821,,796957,270315
104.01907,,737533,240204
104.01969,,687374,253598
104.02104,,745310,396507
104.02164,,1150639,287878
104.02286,,845887,245402
104.02397,,914471,236860
104.0264,,604112,462050
104.02746,,678737,428905
104.02924,,763025,240402
104.02995,,777874,393298
104.03095,,669714,443721
104.03388,,937395,371262
104.03433,,745795,444316
104.03653,,664548,364122
104.03863,,789541,401693
104.03912,,771253,431442
104.04007,,876086,330718
104.04073,,884854,347405
104.04135,,611950,378339
104.04206,,839958,376868
104.04274,,655183,268335
104.04326,,1023175,316517
104.04385,,1081687,432123
104.04426,,618935,676103
104.04482,,828919,366340
104.04616,,728184,297696
104.04757,,637296,298803
104.04902,,681721,262713
104.05043,,587922,426730
104.05191,,799186,183618
104.05218,,800140,187417
104.05311,,686843,494286
104.05523,,948827,388518
104.05584,,622604,266094
104.05607,,620036,235500
104.057,,793364,240269
104.058,,648172,206723
104.06094,,877150,338884
104.06352,,685791,397801
104.06402,,980223,314047
104.06771,,700368,398432
104.06902,,635769,427993
104.06932,,767217,266419
104.07034,,842953,160247
104.071,,894562,136655
104.07303,,781266,393778
104.07499,,1143939,232672
104.07589,,662419,440234
104.07652,,598044,330767
104.0785,,704596,425979
104.07948,,556501,543158
104.08088,,587613,298420
104.08193,,689606,341510
104.08371,,712930,240196
104.08592,,828887,381458
104.08651,,1016440,263805
104.08699,,588296,415250
104.08739,,840776,360611
104.08852,,704072,506327
104.09018,,876553,426825
104.09213,,579026,323656
104.09307,,994570,329433
104.09544,,639307,580969
104.09831,,622756,279821
104.10063,,620493,245101
104.10278,,904238,363651
104.10363,,1114606,249601
104.1058,,1278591,237559
104.10731,,602768,445730
104.1076,,665616,320895
104.10846,,609008,387203
104.10911,,726704,261577
104.11058,,752497,339198
104.11213,,726545,368904
104.11309,,971410,298406
104.11512,,761931,234010
104.11973,,1195828,251787
104.12063,,657617,215061
104.12182,,1098581,236735
104.12334,,563584,264565
104.12495,,677862,478614
104.12545,,677719,372191
104.12779,,989271,220107
104.12845,,840264,355375
104.12975,,675816,480230
104.13094,,772617,302078
104.13195,,694633,407587
104.13304,,1326906,363515
104.13374,,967770,385608
104.13455,,750034,283079
104.13712,,739075,294805
104.13784,,748715,359281
104.13862,,684636,451747
104.13916,,654508,465949
104.13981,,876060,398688
104.14215,,878637,353540
104.14267,,674949,302443
104.14378,,678438,252020
104.14566,,862838,219713
104.14602,,791223,299485
104.14672,,664095,359228
104.14733,,791487,409869
104.14879,,806560,544075
104.14945,,772832,453579
104.15055,,664808,250971
104.15102,,787312,200268
104.15206,,852993,341673
104.15321,,683121,412089
104.15414,,578866,468547
104.15499,,818802,294547
104.15654,,701147,311215
104.15738,,862811,250030
