m/z,z,I,Res.
54.23066,,784245,467467
54.23114,,454831,1355123
54.23133,,484089,1183879
54.2317,,516570,771547
54.23214,,758962,731164
54.23233,,540410,1026332
54.23247,,452093,1580444
54.23273,,453030,1672405
54.23335,,439787,1675320
54.23377,,434535,1265907
54.2339,,531775,1000905
54.23493,,538078,1126615
54.23536,,584463,1061485
54.23573,,615719,1076254
54.23609,,563187,662004
54.23631,,557884,879586
54.2366,,554979,1041455
54.23741,,681112,460912
54.23806,,583966,802639
54.23887,,800248,501961
54.23924,,724296,440525
54.23967,,454031,1421030
54.24003,,574508,653270
54.2407,,451169,947708
54.24174,,737905,840879
54.24235,,442984,1708058
54.24244,,560344,919493
54.24272,,498969,736569
54.24361,,518793,1072738
54.24452,,479106,1302730
54.24521,,451379,583296
54.24535,,554076,951277
54.24556,,396935,4156799
54.24567,,435652,1686016
54.24623,,900610,565513
54.2471,,733697,541798
54.24791,,550851,984988
54.24824,,602644,677694
54.24914,,457727,1289719
54.24999,,512481,939086
54.25047,,688308,700088
54.25079,,521567,1027618
54.25109,,500588,653591
54.25128,,715759,782168
54.25157,,631562,854220
54.25203,,430117,1603926
54.25218,,509041,1196064
54.25279,,459514,1492445
54.25326,,481741,1367793
54.25359,,511359,453329
54.25471,,460949,945098
54.2549,,563179,916540
54.25512,,394076,3435583
54.25531,,468276,1361897
54.25543,,452998,1298168
54.25581,,644141,518536
54.25673,,528714,680110
54.25683,,718545,621391
54.25749,,586410,728417
54.25768,,582496,860337
54.25823,,873449,639487
54.25877,,408056,3212973
54.25898,,554799,763173
54.25916,,481364,1120806
54.2593,,562695,509182
54.25947,,600665,872068
54.25967,,497237,1119380
54.26014,,414611,999951
54.26031,,545333,1079811
54.26058,,408026,1757029
54.26072,,648167,700615
54.26094,,572145,1101070
54.26112,,513647,1079900
54.26135,,605501,800345
54.26187,,532536,942553
54.26214,,624946,352306
54.26227,,544234,525667
54.26252,,613829,911044
54.2627,,518735,630209
54.26282,,482365,463443
54.26296,,504446,710805
54.26324,,568506,976097
54.26413,,452836,1296376
54.26431,,404158,4155363
54.26472,,479396,1496045
54.26486,,496645,843859
54.26509,,444532,1813257
54.26602,,699146,538361
54.26615,,503959,593603
54.26621,,500762,688395
54.26649,,558220,948150
54.26664,,436586,1252107
54.26682,,511135,479971
54.26713,,473216,908413
54.26733,,464938,1194251
54.2678,,489347,1154053
54.268,,548106,986109
54.26829,,478081,1095731
54.26877,,511811,1152272
54.26891,,559520,887375
54.26919,,474442,1159364
54.26941,,585305,888263
54.27008,,421842,2523310
54.27019,,528890,908218
54.27028,,422737,830981
54.27037,,500510,762774
54.27054,,429023,1746712
54.27098,,615649,922355
54.27133,,705518,575459
54.27164,,583438,629620
54.27188,,425979,1337444
54.27202,,521005,1102087
54.27259,,456282,1405931
54.27278,,614072,627697
54.27299,,440705,2264014
54.27317,,436365,1670228
54.27329,,484967,1086893
54.2739,,487966,1026498
54.2741,,612012,494267
54.27431,,511342,765792
54.27492,,619949,789711
54.2752,,621394,698459
54.27562,,484622,762977
54.27584,,673594,748683
54.27787,,681944,777533
54.27845,,667962,457672
54.27885,,522718,887655
54.27922,,693088,732460
54.2796,,666814,709773
54.27984,,596481,534939
54.28007,,550201,1019688
54.28132,,436836,1211876
54.28154,,511181,955461
54.28232,,537382,874579
54.28252,,717143,582423
54.28266,,414665,2564139
54.28281,,490312,941179
54.28312,,529778,855807
54.28351,,479029,1056766
54.28372,,495850,500089
54.2843,,500052,1052208
54.28439,,452708,1074504
54.28455,,596956,675499
54.28562,,602358,989329
54.28631,,427959,1639372
54.28674,,586107,482639
54.28692,,544640,1125421
54.28721,,597985,987580
54.28737,,433183,1402443
54.28749,,555211,763218
54.28807,,455726,1001710
54.28875,,540331,955618
54.28889,,416141,2394475
54.28923,,609428,745940
54.28939,,530105,814348
54.2899,,510117,1213363
54.2903,,417382,1687653
54.29057,,593820,945453
54.29137,,545619,1003250
54.29175,,541157,855018
54.29197,,449717,1723686
54.29215,,396222,4153232
54.29229,,470418,1485261
54.2924,,537625,985684
54.29248,,487678,891632
54.29285,,602432,785936
54.29302,,649900,712494
54.29368,,404378,1331121
54.29375,,441283,907114
54.2939,,633046,596600
54.29467,,466753,1380686
54.2948,,498945,1293815
54.29494,,580512,939899
54.2952,,570250,963916
54.29531,,432880,1361649
54.29551,,438405,1474240
54.2959,,511326,788013
54.29606,,541422,968788
54.29634,,464066,1190698
54.29693,,553524,1278466
54.29706,,474440,1252786
54.29719,,472790,1067604
54.29749,,800871,545788
54.29763,,552813,582195
54.29821,,479523,1115506
54.2986,,678285,1045744
54.29876,,479928,1262211
54.29902,,605418,794995
54.30002,,715223,698182
54.30037,,516226,1472041
54.30104,,736213,424332
54.30183,,482397,1182834
54.30204,,446886,1177588
54.30227,,635363,886209
54.30254,,712037,873873
54.30321,,537642,1025768
54.30348,,470143,1685667
54.30377,,594007,748085
54.30401,,520808,483978
54.30443,,434649,2217206
54.30455,,452809,1481832
54.30509,,632974,502302
54.30544,,522448,739485
54.3059,,583485,712030
54.30629,,513982,1063955
54.30703,,526104,1002332
54.30714,,476574,940707
54.30752,,679239,764627
54.30798,,566075,727774
54.30812,,452953,959145
54.30864,,533458,803088
54.30913,,727535,438889
54.30954,,600546,813890
54.31,,550907,932633
54.31031,,424933,1945549
54.31041,,591300,962909
54.3107,,435300,1347041
54.31086,,662042,685770
54.31127,,483715,1210214
54.31163,,417993,1252841
54.31193,,541831,749932
54.31214,,434268,2243763
54.31289,,587610,753903
54.31323,,804060,429835
54.31354,,456122,1402828
54.31397,,737041,512166
54.31441,,634165,691089
54.31462,,537722,1147665
54.31487,,500583,1262737
54.31546,,453792,1832045
54.31563,,569013,985716
54.31618,,638214,731742
54.31634,,568340,1177033
54.3168,,477644,1308732
54.31705,,426250,1734339
54.31746,,428048,1831583
54.31778,,575759,713712
54.31829,,598880,772535
54.31991,,435261,1097767
54.32024,,510767,792956
54.32059,,412381,1472016
54.32134,,577294,901527
54.32147,,512583,790329
54.3217,,406823,2171635
54.32181,,469617,833542
54.32214,,522723,701214
54.32256,,588390,644777
54.32298,,855572,683208
54.32355,,588349,495729
54.32442,,428832,2130172
54.32456,,486200,1183368
54.32536,,532365,903227
54.32564,,496888,1135550
54.32574,,395043,3785508
54.32648,,649009,589566
54.327,,794033,449204
54.32713,,528430,957437
54.32728,,635206,772376
54.32769,,622226,651297
54.32816,,566119,751733
54.32863,,580106,1023809
54.32882,,575492,955185
54.32926,,493185,1158399
54.32999,,583425,1060273
54.33067,,444310,1736898
54.33157,,602480,1126677
54.3317,,682409,785232
54.332,,489844,1298677
54.33231,,443191,2139261
54.33249,,476280,1430685
54.33277,,508088,780546
54.33302,,563014,1037515
54.33316,,471268,1025872
54.3333,,589774,807085
54.33386,,752073,579800
54.33413,,519378,1190527
54.33426,,455766,1734002
54.33459,,451079,1282684
54.33518,,578954,575212
54.33546,,610484,649674
54.33581,,913212,539666
54.33598,,510476,1293886
54.33661,,727798,600316
54.33675,,618449,916275
54.33686,,445466,1816859
54.33698,,553179,807146
54.33715,,462442,1371227
54.33745,,523088,849332
54.33766,,557381,1011785
54.3379,,438799,1314486
54.3383,,445179,1019010
54.33852,,436948,1911091
54.33869,,614114,899938
54.33902,,568468,986527
54.33919,,523791,572520
54.33999,,763001,713383
54.34027,,727230,791262
54.34045,,492835,902162
54.34157,,569533,855275
54.34182,,523780,514486
54.34202,,545764,903730
54.34221,,637999,918304
54.34262,,624580,682397
54.34281,,474382,1018015
54.34295,,429230,2292607
54.34327,,514468,1071201
54.34358,,656345,632641
54.34422,,584873,1009949
54.34537,,589723,801173
54.34592,,740564,687141
54.3461,,512849,991126
54.34649,,691694,687937
54.34725,,448768,1183416
54.34742,,552945,914501
54.348,,584124,783490
54.34918,,424295,1279812
54.34926,,440064,957441
54.34952,,549675,780575
54.34985,,425797,2066034
54.35004,,597216,581588
54.35029,,466121,1558916
54.35071,,542483,918325
54.35166,,501975,1031812
54.35196,,529735,703577
54.35236,,528314,948063
54.35269,,713967,621686
54.35308,,473545,1661305
54.35321,,653354,764609
54.35336,,578049,851917
54.35466,,442369,1350799
54.35568,,432567,1673455
54.35582,,544490,1122106
54.35685,,980895,625577
54.35728,,500276,1004762
54.35793,,533253,907857
54.3581,,432464,2086909
54.35847,,446649,791629
54.35878,,435414,1676983
54.35951,,609378,551261
54.35994,,522296,594528
54.36017,,648848,807412
54.36045,,748483,603514
54.36058,,581201,636675
54.36173,,463613,1547950
54.36219,,485151,1366690
54.36247,,665303,447019
54.36266,,451955,1166088
54.36296,,648769,646888
54.3632,,555333,669616
54.36374,,701547,655898
54.36415,,517452,900765
54.36576,,610916,562048
54.36588,,393252,3536559
54.36608,,404022,2889929
54.36642,,441435,1998919
54.36659,,545269,799141
54.36704,,459394,575750
54.36755,,510985,1194684
54.36778,,515371,952245
54.36851,,558697,897248
54.36871,,541570,810749
54.36975,,733958,502879
54.36989,,682191,450877
54.37005,,439610,1152753
54.3703,,423254,1928716
54.37075,,477265,697266
54.37122,,486595,911994
54.37132,,629814,700929
54.37147,,760594,808116
54.37167,,585486,730538
54.37194,,440664,1469301
54.37209,,425496,1665021
54.37249,,525697,646666
54.37313,,866452,308077
54.3738,,704953,619794
54.37399,,652311,907445
54.37488,,417605,1933852
54.375,,464416,1294888
54.37554,,513992,832052
54.37586,,420056,1321972
54.3763,,447297,2115293
54.37643,,635989,889009
54.37659,,478210,1379154
54.37703,,561500,741147
54.37748,,522848,432912
54.37836,,730938,623008
54.37856,,723318,593169
54.37912,,447150,1423155
54.37927,,506869,828789
54.3805,,561624,894253
54.38112,,430685,1810069
54.38139,,550964,883773
54.38175,,444997,1814805
54.38215,,633702,557186
54.3835,,687372,719185
54.38552,,583939,811980
54.38599,,684955,714669
54.38638,,704496,427824
54.38664,,484940,961570
54.38719,,517362,744482
54.38731,,441097,2180664
54.38742,,592952,861134
54.38775,,413905,2469361
54.3879,,572705,753425
54.38875,,684864,611766
54.38949,,616459,894661
54.3898,,462243,1608536
54.38994,,490637,604538
54.39048,,556496,826180
54.39054,,646648,629814
54.39066,,572571,885536
54.39114,,551224,571934
54.39184,,434754,1859885
54.39196,,600909,969270
54.39235,,680624,874536
54.39246,,486504,1203262
54.39271,,411621,2178550
54.3929,,427624,2038802
54.39328,,606295,1090231
54.39363,,527704,744773
54.39381,,779648,602671
54.39549,,447080,994476
54.39592,,580299,631539
54.39604,,500143,650517
54.39663,,474432,1064038
54.39703,,705172,640566
54.39733,,510956,847060
54.39793,,531173,1200017
54.39842,,441663,1363934
54.39893,,719180,817852
54.39909,,438610,1312538
54.39984,,581627,1037091
54.40026,,467024,1338208
54.40048,,524783,1050922
54.40096,,410908,1780749
54.40128,,538441,1016105
54.4015,,462335,654933
54.40164,,448205,709465
54.40179,,447626,1280224
54.40214,,581782,1081962
54.40228,,449456,1341206
54.4028,,448408,1597511
54.40297,,415034,2581244
54.40332,,606288,911358
54.40377,,533035,1156515
54.40425,,584988,880375
54.40438,,572552,1136199
54.40458,,510384,817983
54.4049,,475056,841641
54.40513,,483429,1161169
54.40527,,657381,769367
54.40606,,414291,1107122
54.40663,,409598,1936822
54.40679,,477072,1268127
54.40707,,454354,1325966
54.40741,,616061,1016897
54.40755,,619862,905583
54.40834,,745509,558977
54.40872,,443444,1354610
54.40933,,698479,657038
54.40959,,617052,791348
54.4098,,501279,1180908
54.41131,,533788,704412
54.41156,,754264,727019
54.41216,,891031,476167
54.41232,,432172,1819675
54.41248,,534738,775174
54.4126,,550028,972307
54.41287,,450926,1417220
54.41301,,460979,1732483
54.41312,,571236,1347135
54.41324,,635344,805230
54.41346,,566484,760123
54.41365,,535427,883605
54.41393,,632570,888951
54.41438,,734063,556350
54.41463,,622450,585446
54.41504,,443640,729293
54.41512,,442925,1017602
54.4156,,481631,772567
54.4159,,565745,573733
54.41605,,528983,504511
54.41624,,464132,1224571
54.41687,,908305,636406
54.41704,,676146,642070
54.41724,,518124,1000755
54.41738,,471346,1118335
54.41817,,640951,606530
54.41828,,499733,938648
54.41872,,520771,1117296
54.41907,,440997,1138039
54.41968,,485317,1574966
54.42018,,569925,1085744
54.42031,,564871,957488
54.42114,,833014,726061
54.42161,,543598,911987
54.42226,,520321,970124
54.42244,,496183,1119199
54.42312,,450064,1846120
54.42363,,438432,2118244
54.42375,,507895,1266459
54.42388,,472023,1346073
54.42409,,597269,878780
54.42448,,539806,843795
54.42465,,444233,688749
54.42549,,422689,2106610
54.42561,,468259,1537204
54.42595,,543180,368200
54.4263,,507770,777323
54.42639,,570806,628593
54.42686,,669533,766550
54.42697,,563212,913793
54.42705,,423606,1807038
54.42754,,461239,1271831
54.4282,,424864,2112132
54.42961,,637715,721868
54.43004,,565922,1015623
54.43017,,628531,1041397
54.43038,,421972,1769259
54.43122,,487211,1049316
54.43251,,533586,837941
54.43352,,410252,1709486
54.43416,,725553,665286
54.43454,,792303,699410
54.43468,,445994,1401887
54.43529,,585708,733834
54.43638,,618812,957568
54.43651,,500312,835228
54.43659,,463067,921024
54.43702,,665840,451332
54.43731,,621989,726130
54.43851,,851044,645807
54.43869,,446977,1687517
54.43882,,466753,1110236
54.43895,,571355,818156
54.43912,,531492,881839
54.43935,,654435,482977
54.43944,,635289,644454
54.43988,,841649,729678
54.44002,,530196,1253778
54.44039,,572448,962862
54.44178,,506827,1123543
54.44223,,484100,1414931
54.44249,,524052,898817
54.44267,,450124,1330111
54.44324,,512633,766781
54.44338,,529391,764772
54.44348,,668881,619784
54.44371,,530454,943826
54.44385,,691796,554576
54.44409,,500572,1213391
54.44467,,527362,658983
54.44472,,505765,551022
54.44512,,645416,675767
54.4456,,692443,499180
54.44583,,514231,1377019
54.44596,,611251,877934
54.44669,,639240,585487
54.44851,,447521,1491611
54.44891,,525052,1192526
54.44906,,520320,693143
54.44923,,575978,561947
54.44976,,534541,1001285
54.45013,,798532,536465
54.45084,,489532,1237604
54.4511,,739066,469852
54.45138,,498976,1294429
54.45233,,538147,1062125
54.45249,,442681,1063821
54.45261,,526659,864006
54.4529,,512493,826798
54.45349,,640229,786352
54.45359,,661113,729110
54.454,,557451,830030
54.45496,,676628,672275
54.45513,,640888,853829
54.45623,,488317,1587289
54.45649,,630216,826464
54.45666,,527936,1033167
54.4569,,487871,1605257
54.45701,,475383,1599494
54.45779,,586682,664891
54.45801,,450666,1660410
54.45887,,664704,648348
54.4594,,759669,586889
54.45963,,638258,818243
54.45988,,435067,1455880
54.46036,,420812,1437018
54.46059,,589802,928470
54.46101,,491418,1056942
54.46151,,669875,863614
54.46174,,611963,680530
54.46324,,511567,1004915
54.46341,,596542,614642
54.46349,,597935,732330
54.46451,,481130,785378
54.46469,,590175,848034
54.46495,,579684,969625
54.4651,,559319,587934
54.46517,,555247,623149
54.4655,,567140,735458
54.4656,,794139,648106
54.46693,,509797,1217595
54.46751,,568425,655635
54.46773,,465300,1189485
54.46831,,504346,1009239
54.46906,,582007,792464
54.4695,,419058,2103540
54.46986,,580660,767394
54.47007,,663045,717777
54.47062,,513322,894077
54.47073,,568746,831491
54.47143,,631285,822692
54.47169,,497605,653665
54.47178,,481933,838828
54.47278,,859320,473963
54.47359,,481655,586649
54.47385,,675895,833908
54.47414,,565821,979159
54.47424,,430258,1606903
54.47458,,428841,1737666
54.47473,,422847,1666558
54.47486,,544377,1073119
54.47565,,730448,568944
54.47601,,900928,476133
54.47639,,486726,1051816
54.47653,,485959,1262947
54.47743,,476949,1315533
54.47754,,477225,1440379
54.47775,,577444,839468
54.4782,,435643,1457367
54.47834,,444582,1047228
54.47852,,586135,772123
54.47873,,603834,635516
54.47898,,625205,881985
54.47917,,591574,777018
54.47969,,1065718,582673
54.4798,,590344,870338
54.48089,,612686,913616
54.48191,,683466,522163
54.48211,,649903,642310
54.4826,,600275,1055963
54.48298,,528703,981957
54.48338,,646345,634983
54.48396,,475647,801663
54.4844,,604649,685974
54.48486,,781937,551444
54.48495,,515058,541382
54.48514,,629239,431516
54.48526,,692478,469695
54.48574,,425922,1999173
54.48588,,520958,777860
54.48648,,586914,786555
54.48691,,535282,705760
54.48821,,507195,598813
54.48861,,862029,568833
